Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,"Which of the following positions most closely reflects your job role? If you are retired, please select the option that is closest to the job role you had at retirement.",Which of the following best describes your work environment? Please select all that apply. (i.e. If you are in a combined setting you may select multiple levels.),,,,,,,,,,Which of the following best describes the school(s) you work in? Please select all that apply.,,,,,"Which of the following groups or people are most influential in how you do your job? Please rank each, with “1” being the most influential and “8” being the least influential.",,,,,,,,"Below is a list of organizations and associations that provide programs, standards, and guidelines. Please select the ones which are useful to you in your work as a school librarian. Please select all that apply.",,,,,,,,,,,,,,,,,,Are you a member of the American Association of School Librarians (AASL)?,How valuable is your membership in AASL?,"Before today, were you aware that AASL revised and published the National School Library Standards for Learners, School Librarians, and School Libraries (2018)? National School Library Standards book cover","Have you purchased the National School Library Standards for Learners, School Librarians, and School Libraries book publication?",Do you currently use the National School Library Standards in your practice?,,What made you choose to use standards other than the AASL Standards? Please select all that apply.,,,,,,How are you accessing the National School Library Standards? Please select all that apply.,,,,,,,"How familiar are you with the content of the National School Library Standards for Learners, School Librarians, and School Libraries?","Overall, how would you rate the National School Library Standards?",For what reason did you give that rating? Please explain your thinking.,"With the book in mind, below is a list of words and phrases. Please rate how well you think each word or phrase describes the book publication National School Library Standards for Learners, School Librarians, and School Libraries.",,,,,,,,,,"What, if anything, do you LIKE about the National School Library Standards for Learners, School Librarians, and School Libraries book publication?","What, if anything, do you dislike or find challenging about the National School Library Standards for Learners, School Librarians, and School Libraries book publication?",Below is a list of words and phrases. Please rate how well you think each word or phrase describes the National School Library Standards.,,,,,,Please indicate to what degree you agree or disagree with each statement.,,,,,,Please state how much you agree or disagree with each of the following Common Beliefs of the school library profession.,,,,,,"How frequently do you use or refer to the content in the book National School Library Standards for Learners, School Librarians, and School Libraries?","Here is a list of elements from the National School Library Standards for Learners, School Librarians, and School Libraries book. How useful to you are each of the following book elements in your work?",,,,,,,,,,,,,,,,,,,,"How well described do you feel each of the following are within the National School Library Standards for Learners, School Librarians, and School Libraries book? (Page numbers indicate locations within American English version of the book.)",,,,,,,How regularly do you use each of the AASL Standards Frameworks?,,,How often do you consider each of the AASL Standards Shared Foundations?,,,,,,How often do you consider each of the AASL Standards Domains?,,,,How helpful do you find the National School Library Standards for each of the following?,,,,,,,,,,,,,,"When you consider your role in teaching and learning, is there anything new that could be included within the National School Library Standards for Learners, School Librarians, and School Libraries book publication?","How do you use the National School Library Standards or any of the supporting materials from AASL to advocate for learners, school librarians, and school libraries?","What, if anything, are the biggest challenges in implementing the National School Library Standards for Learners, School Librarians, and School Libraries? Please select all that apply.",,,,,,,,,,,,,"What, if anything, have you done to help overcome challenges in implementing the National School Library Standards for Learners, School Librarians, and School Libraries? Please select all that apply.",,,,,,,,,,How do you currently receive professional development on standards? Please select all that apply.,,,,,,,,,,,,,"Overall, how would you rate AASL’s initiative and efforts since the launch of the National School Library Standards and available supporting resources?",For what reason did you give that rating? Please explain your thinking.,What additional supports would have been helpful to you when you first encountered the AASL Standards?,What is your age group?,What is the last grade of school you completed?,Which of the following degrees and/or certifications have you received? Please select all that apply.,,,,,,,,,How many years have you been an educator?,How many years has your role as an educator been in the school library field?,"In what state or U.S. territory do you work? If you are not currently working, pick the state or territory in which you live. If you live/work outside of the United States, please select “Outside of the United States” at the end of the list.",In what country do you work?,"Are you using an English version of the AASL standards, or one that has been translated from English into another language? Please select all that apply.",,,What is the primary language spoken in your work environment?,,"Are you of Hispanic or Latino background – such as Mexican, Puerto Rican, Cuban, or another Latin American background?",Which of the following categories best describes your race or ethnicity?,,Which of the following categories best describes your employment status?,,"Which of the following categories best describes your total household income last year, before taxes, including everyone in your household?",Is there anything else you would like to add?
,,,,,,,,,Response,Elementary school,Middle school or junior high school,High school,Multiple buildings,Public library,School District office,"Local, state, or federal government office",Museum,Academic library,Other (please specify),Public school,Private school,Charter school,Magnet school,Other (please specify),School board,School administrator,School principal,Other educators in my place of work,My personal learning network (PLN),Students/Learners,Parents/guardians,Other group or person,None of the above,American Association of School Librarians (AASL),American Library Association (ALA),Your state library association,Your state school library association,Your state library,Your state education agency / Department of Education,International Society for Technology in Education (ISTE),Future Ready Schools/ Future Ready Librarians Framework,Common Core State Standards Initiative (CCSS),National Council of Teachers of English (NCTE),National Council of Teachers of Mathematics (NCTM),National Council for the Social Studies (NCSS),Next Generation Science Standards (NGSS),Council for the Accreditation of Educator Preparation (CAEP- formerly NCATE),National Board for Professional Teaching Standards (NBPTS),Consortium for School Networking (CoSN),Other (please specify),Response,Response,Response,Response,Response,"No, I use other standards in my professional practice (please specify).",I am expected to use these standards by my school district.,I am required by my state Department of Education.,These standards feel more accessible to me.,I have prior experience with these standards.,These standards are broken down by grade-level.,Other (please specify),"I own a copy of the book publication National School Library Standards for Learners, School Librarians, and School Libraries.",I borrow a copy of the National School Library Standards book.,I access a copy of the book through my school or district.,I plan to purchase the book but haven’t gotten around to it yet.,I am using the downloadable framework for learners and materials from the AASL Standards web portal.,I use the AASL Standards Frameworks poster.,Other (please specify),Response,Response,Open-Ended Response,Valuable,Relevant,Practical,Useful,Easy to use,Easy to understand,Well-written,Nicely designed,Well-organized,ADA Accessible,Open-Ended Response,Open-Ended Response,Easy to explain,Achievable,Good advocacy tool,Helps foster culture change,Useful for collaboration,Easy to implement,The AASL Standards are valuable to the library community.,The AASL Standards are valuable to the education community.,A good school librarian uses formal standards to develop and administer a school library.,My school administration knows about the AASL Standards.,The educators I collaborate with know about the AASL Standards.,The AASL Standards reinforces the professionalism of school librarians.,The school library is a unique and essential part of a learning community.,Qualified school librarians lead effective school libraries.,"Learners should be prepared for college, career, and life.",Reading is the core of personal and academic competency.,Intellectual freedom is every learner’s right.,Information technologies must be appropriately integrated and equitably available.,Response,Part 1 – Pages 11-14: Common Beliefs central to the profession,Part 1 – Chapter 2: Intro to the Learner Standards,Part 1 – Chapter 3: Intro to the School Librarian Standards,Part 1 – Chapter 4: Intro to the School Library Standards,"Part 1 – Chapters 2-4: Separate frameworks for Learners, School Librarians, and School Libraries","Part 2 – Chapters 5-10: Integrated Frameworks by Shared Foundation [Inquire, Include, Collaborate, Curate, Explore, Engage]",Part 2 – Chapters 5-10: Shared Foundation Competencies and Alignments in Depth,Part 2 – Chapters 5-10: Shared Foundation Best Practices,Part 3 – Chapters 12-14: Questions for the Reflective Practitioner at the end of each chapter,Part 3 – Chapter 12: Measuring Learner Growth | Discussions and examples of formative and summative assessment,Part 3 – Chapter 13: Measuring School Librarian Growth | Examples of aligning AASL Standards with commonly used educator evaluation models,Part 3 – Chapter 13: Measuring School Librarian Growth | Discussion on developing and measuring school librarian development growth plans,"Part 3 – Chapter 14: Evaluating School Libraries | Discussion of responsibilities at the school, district, and state level",Part 3 – Chapter 14: Evaluating School Libraries | School Library Evaluation Checklist,Part 4 – Chapter 15: Scenarios for Professional Learning,Appendix I – Useful Verbs,Back Matter – Works Cited,Back Matter – Suggested Further Reading,Back Matter – Index,Back Matter – Lists of Illustrations,The language of competency-based standards (p.19),The structure of the AASL Standards Frameworks (p.17),"The interdependent nature of the learner, school librarian, and school library frameworks",The Key Commitments of the Shared Foundations,The interrelated aspects of the Shared Foundations,The continuum of the learning Domains (p.15),"The context of the Competencies and Alignments, explored in depth following each Shared Foundation framework (chapters 5-10)",for Learners,for School Librarians,for School Libraries,Inquire,Include,Collaborate,Curate,Explore,Engage,Think,Create,Share,Grow,Lesson preparation and assessment,School librarian evaluation,"Engaging with other educators (school librarians, classroom teachers, administrators)","Engaging with other libraries (community college, academic, public)",Demonstrating success to others,Guiding instructional priorities,Developing school library curriculum,Shaping the school library,Making sure the school library is meeting national standards,Advocating on behalf of the school library,Advocating on behalf of the learners,Increasing the understanding of the role of the school librarian,Legitimizing the school librarian profession,Other (please specify),Open-Ended Response,Open-Ended Response,Understanding how to implement the standards,Understanding how to adapt standards to local curriculum,Translating standards into lesson plans,Understanding how to measure success for learners,Understanding how to measure success for school librarians,Understanding how to measure success for school libraries,Accessing the standards,Demonstrating alignment to content-area standards,Lack of support from others,Lack of time to invest to study the standards,Lack of time for collaboration,Lack of funding,Other (please specify),Invest time to study and implement the standards,Teach the standards to other school librarians,Advocate the importance of school library standards,Feature the standards in regular school and district reports,Adapt existing lesson plans to incorporate the standards,Collaborate with other educators on new lesson plans and instruction,Develop tools that align with or integrate the standards,Attend professional learning opportunities,Collaborate with stakeholders to develop custom curriculum,Other (please specify),AASL Knowledge Quest magazine,AASL National Conference,AASL e-Learning,AASL Publications,School district training,State association training,Self-directed training,"Expand personal learning by leading local, state, or national trainings for others","Attend workshops at the local, state, or national level",Attend webinars and online learning events,Access my personal learning networks,Access my social media networks,Other (please specify),Response,Open-Ended Response,Open-Ended Response,Response,Response,None of the above,State school librarian certification,Masters of Library Science from an ALA-accredited program,Masters of Library Science from an AASL-CAEP (formerly NCATE) accredited program,Doctorate degree,National Board for Professional Teaching Standards certification,Masters degree in another education specialty,Master degree in school administration,Other library degree and/or certification (please specify),Response,Response,Response,Response,Not using AASL Standards,English language version,Another language (please specify),Response,Other (please specify),Response,Response,Other (please specify),Response,Other (please specify),Response,Open-Ended Response
114461807432,428602709,2023-11-12 18:45:57,2023-11-29 08:28:25,,,,,,Certified / licensed school librarian,,Middle school or junior high school,High school,,,,,,,,Public school,,,,,6,5,3,2,4,1,7,8,,American Association of School Librarians (AASL),,,Your state school library association,,Your state education agency / Department of Education,International Society for Technology in Education (ISTE),,,,National Council of Teachers of Mathematics (NCTM),National Council for the Social Studies (NCSS),Next Generation Science Standards (NGSS),,,,,Yes,Not so valuable,Yes,"Yes, I purchased the book.","Yes, I use them in conjunction with other standards.",,,,,,,,"I own a copy of the book publication National School Library Standards for Learners, School Librarians, and School Libraries.",,,,,,,Very familiar,Excellent,,4,3,3,3,4,4,2,Describes completely,3,3,,The separate standards for librarians and libraries are difficult to differentiate and seem redundant.,5,Describes completely,5,2,4,3,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Rarely,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sometimes,Rarely,Never,Sometimes,All the time,All the time,Sometimes,Sometimes,All the time,All the time,All the time,Rarely,Rarely,Not very helpful,Very helpful,Somewhat helpful,Not very helpful,Not very helpful,Not helpful at all,Not sure,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Not very helpful,Very helpful,,,"I use it with other librarians to advocate for supporting all literacies, incorporating maker education, and generally teaching more than databases and books.",,,,Understanding how to measure success for learners,Understanding how to measure success for school librarians,Understanding how to measure success for school libraries,Accessing the standards,Demonstrating alignment to content-area standards,Lack of support from others,,,Lack of funding,,Invest time to study and implement the standards,Teach the standards to other school librarians,,Feature the standards in regular school and district reports,,Collaborate with other educators on new lesson plans and instruction,,Attend professional learning opportunities,,,AASL Knowledge Quest magazine,AASL National Conference,,,,,,"Expand personal learning by leading local, state, or national trainings for others",,,Access my personal learning networks,Access my social media networks,,Fair,,,35-44,Post-graduate degree,,State school librarian certification,,,,,Masters degree in another education specialty,,,15-19 years,5-9 years,Virginia,,,,,English,,No,White,,Employed full-time,,"$150,000 to less than $200,000",
114468796457,428602709,2023-11-20 22:41:50,2023-11-20 22:44:30,,,,,,Certified / licensed school librarian,,,High school,,,,,,,,Public school,,,,,8,6,7,4,2,1,5,3,None of the above,,,,,,,,,,,,,,,,,,Yes,Somewhat valuable,Yes,No,"No, I do not use standards to shape my practice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114468753900,428602709,2023-11-20 21:11:58,2023-11-20 21:20:02,,,,,,Certified / licensed school librarian,Elementary school,,,,,,,,,,Public school,,,,,7,5,4,3,1,2,6,8,,American Association of School Librarians (AASL),,Your state library association,,,,,,,,,,,,,,,No,,Yes,"Yes, I purchased the book.","Yes, I use them in conjunction with other standards.",,,,,,,,"I own a copy of the book publication National School Library Standards for Learners, School Librarians, and School Libraries.",,,,,,,Somewhat familiar,Good,,3,3,3,3,3,3,3,3,3,3,,"It is way too complex, especially at an elementary level.",3,3,3,3,3,3,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Sometimes,Not familiar with this,Not familiar with this,Not familiar with this,Not familiar with this,Not familiar with this,Not familiar with this,Not familiar with this,Not familiar with this,Not familiar with this,Not familiar with this,Not familiar with this,Not familiar with this,Not familiar with this,Not familiar with this,Not familiar with this,Not familiar with this,Not familiar with this,Not familiar with this,Not familiar with this,Not familiar with this,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,All the time,All the time,All the time,All the time,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114468232987,428602709,2023-11-20 09:17:12,2023-11-20 19:20:08,,,,,,Certified / licensed school librarian,Elementary school,,,,,,,,,,Public school,,,,,4,6,1,3,5,2,7,8,,American Association of School Librarians (AASL),American Library Association (ALA),,,,Your state education agency / Department of Education,,,,,,,,,,,,Yes,Somewhat valuable,Yes,No,"Yes, I use them in conjunction with other standards.",,,,,,,,,,,,I am using the downloadable framework for learners and materials from the AASL Standards web portal.,,,Not at all familiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114468628811,428602709,2023-11-20 17:21:14,2023-11-20 18:22:21,,,,,,Certified / licensed school librarian,,Middle school or junior high school,,,,,,,,,Public school,,,,,4,6,3,2,7,1,5,8,,American Association of School Librarians (AASL),American Library Association (ALA),Your state library association,Your state school library association,Your state library,,,,,,,,,,,,,Yes,Very valuable,Yes,"Yes, it was purchased for me by my district or other organization.","Yes, I use them in conjunction with other standards.",,,,,,,,,I borrow a copy of the National School Library Standards book.,,,I am using the downloadable framework for learners and materials from the AASL Standards web portal.,,,Somewhat familiar,Good,,4,4,4,4,4,4,2,2,2,2,"They are ideal...but we are not working in ideal situations. We have to work in situations that other people get to determine such as schedule, budget,planning time or lack of it. ","Outside of my library colleagues, no one knows or cares about them.",4,4,3,4,4,4,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Sometimes,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Sometimes,All the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,,,,,,,Understanding how to measure success for learners,Understanding how to measure success for school librarians,Understanding how to measure success for school libraries,,,Lack of support from others,,,,,,,Advocate the importance of school library standards,,Adapt existing lesson plans to incorporate the standards,Collaborate with other educators on new lesson plans and instruction,,Attend professional learning opportunities,Collaborate with stakeholders to develop custom curriculum,,AASL Knowledge Quest magazine,AASL National Conference,AASL e-Learning,AASL Publications,School district training,State association training,Self-directed training,"Expand personal learning by leading local, state, or national trainings for others","Attend workshops at the local, state, or national level",,,,,Good,,connections to state standards and assessments--a reason to use the standards.,55-64,Post-graduate degree,,State school librarian certification,,,,,,,,25-29 years,10-14 years,Virginia,,,,,English,,No,White,,Employed full-time,,"$150,000 to less than $200,000","I really like the standards. I wish I could use only the AASL standards instead of state SOLs. But, the only thing measured for student success is SOL testing. "
114468350202,428602709,2023-11-20 11:15:46,2023-11-20 16:52:19,,,,,,Certified / licensed school librarian,Elementary school,,,Multiple buildings,,,,,,,Public school,,,,,8,5,4,3,2,1,7,6,,American Association of School Librarians (AASL),American Library Association (ALA),Your state library association,Your state school library association,Your state library,,International Society for Technology in Education (ISTE),Future Ready Schools/ Future Ready Librarians Framework,,,,,,,,,,Yes,Very valuable,Yes,"Yes, it was purchased for me by my district or other organization.","Yes, I use them in conjunction with other standards.",,,,,,,,,,I access a copy of the book through my school or district.,,I am using the downloadable framework for learners and materials from the AASL Standards web portal.,,Online access ,Somewhat familiar,Good,,2,2,2,2,3,2,2,2,2,3,I like how each Shared Foundation is explained in detail,"There are so many parts that sometimes it's difficult to find exactly what you are looking for (domains, shared foundations, key commitments, etc.)",3,2,Describes completely,3,Describes completely,3,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Sometimes,Somewhat useful,Very useful,Very useful,Somewhat useful,Very useful,Very useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Not very useful,Not very useful,Somewhat useful,Somewhat useful,Not very useful,Not very useful,Somewhat useful,Somewhat useful,Very useful,Not useful at all,Very well,Very well,Very well,Very well,Very well,Very well,Very well,All the time,Rarely,Rarely,Sometimes,All the time,All the time,Sometimes,All the time,All the time,Sometimes,All the time,Sometimes,All the time,Somewhat helpful,Not sure,Somewhat helpful,Somewhat helpful,Not sure,Very helpful,Very helpful,Very helpful,Not sure,Very helpful,Somewhat helpful,Somewhat helpful,Very helpful,,,It is the main thrust of the department curriculum and we refer to it often when demonstrating the role we play within the schools.,,Understanding how to adapt standards to local curriculum,,Understanding how to measure success for learners,,,,,Lack of support from others,Lack of time to invest to study the standards,Lack of time for collaboration,,,,,,,,,,,,"In curriculum review process, used standards to set curriculum guideposts",,,,,,,,,,,,,conversations with colleagues,Good,,I first encountered them during coursework and that was great. I think in my current position what would have been most helpful would have been department-level training so we are all on the same page. ,45-54,Post-graduate degree,,State school librarian certification,,,,,Masters degree in another education specialty,,,20-24 years,0-4 years,Michigan,,,,,English,,No,White,,Employed full-time,,"$100,000 to less than $150,000",
114468565673,428602709,2023-11-20 15:39:36,2023-11-20 15:42:30,,,,,,Certified / licensed school librarian,Elementary school,,,,,,,,,,,Private school,,,,7,5,2,4,3,1,8,6,,American Association of School Librarians (AASL),American Library Association (ALA),Your state library association,Your state school library association,Your state library,,International Society for Technology in Education (ISTE),,,,,,,,,,,Yes,Very valuable,Yes,"Yes, I purchased the book.","No, I do not use standards to shape my practice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114468547266,428602709,2023-11-20 15:13:52,2023-11-20 15:33:36,,,,,,Certified / licensed school librarian,Elementary school,,,,,,,,,,Public school,,,,,7,3,2,5,4,1,6,8,,American Association of School Librarians (AASL),American Library Association (ALA),,,,Your state education agency / Department of Education,International Society for Technology in Education (ISTE),,Common Core State Standards Initiative (CCSS),,,,,,,,,No,,Yes,No,"Yes, I use them in conjunction with other standards.",,,,,,,,,,,,I am using the downloadable framework for learners and materials from the AASL Standards web portal.,,,Somewhat familiar,Fair,I would like to see learning progressions for each standard K-12. I think it is ridiculous that we have to pay for a book to access the full content of the standards. This information should be free to all educators. ,4,2,5,3,5,5,3,3,3,4,,,5,5,3,3,3,5,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,All the time,Sometimes,Rarely,All the time,Sometimes,All the time,Sometimes,All the time,All the time,All the time,All the time,Sometimes,Sometimes,Somewhat helpful,Not very helpful,Somewhat helpful,Not helpful at all,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Very helpful,,More about technology integration and collection development/maintenance.,,,,Translating standards into lesson plans,Understanding how to measure success for learners,,,Accessing the standards,Demonstrating alignment to content-area standards,,,,,,Invest time to study and implement the standards,,,Feature the standards in regular school and district reports,,,Develop tools that align with or integrate the standards,,,,,,,,,,,,,,Access my personal learning networks,,,Fair,There needs to be a better way to access the standards when copying and pasting them into lesson plans and professional documents. Maybe a drop down menu like the Common Core has?,Learning targets and success criteria (I can statements for leaners) so I don't have to come up with my own.,45-54,Post-graduate degree,,State school librarian certification,,,,,Masters degree in another education specialty,,,15-19 years,15-19 years,Connecticut,,,,,English,,No,White,,Employed part-time,,Prefer not to answer,
